ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1_EN,ADM3ALT2_EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,AREA_SQKM
Kdoeang Reay,KH140403,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,46.15327454
Kdol Doun Teav,KH020306,,,,Battambang,KH0203,Battambang,KH02,Cambodia,KH,9.212582588
Kdol Ta Haen,KH020406,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,208.7331848
Kear,KH020602,,,,Moung Ruessei,KH0206,Battambang,KH02,Cambodia,KH,96.24256134
Keh Chong,KH160302,,,,Bar Kaev,KH1603,Ratanak Kiri,KH16,Cambodia,KH,104.6130371
Khchas,KH171106,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,53.71077347
Khchau,KH030703,,,,Kang Meas,KH0307,Kampong Cham,KH03,Cambodia,KH,25.52741432
Khcheay Khang Cheung,KH070503,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,19.22148705
Khcheay Khang Tboung,KH070504,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,17.95783234
Khlaeng Meas,KH020407,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,175.0064545
Khlong Popok,KH040805,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,109.4782181
Khmuonh,KH120803,,,,Saensokh,KH1208,Phnom Penh,KH12,Cambodia,KH,19.91262627
Khnach Romeas,KH020402,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,75.21089172
Khnang Phnum,KH171303,,,,Svay Leu,KH1713,Siemreap,KH17,Cambodia,KH,201.9089661
Khnar Chhmar,KH040702,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,27.70801735
Khnar Pou,KH171107,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,57.26921082
Khnar Sa,KH031403,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,15.24057579
Khnar Sanday,KH170301,,,,Banteay Srei,KH1703,Siemreap,KH17,Cambodia,KH,77.17433167
Khnar Totueng,KH150103,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,53.70770645
Khnat,KH170705,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,23.51628113
Khnor Dambang,KH030301,,,,Cheung Prey,KH0303,Kampong Cham,KH03,Cambodia,KH,38.32027435
Khon Rang,KH040104,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,31.64074135
Khpob,KH081001,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,33.57502747
Khpob Ateav,KH080503,,,,Leuk Daek,KH0805,Kandal,KH08,Cambodia,KH,39.42150497
Khpob Ta Nguon,KH031504,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,105.5571976
Khsach Andeth,KH100106,,,,Chhloung,KH1001,Kratie,KH10,Cambodia,KH,26.83306503
Khsaetr,KH200203,,,,Kampong Rou,KH2002,Svay Rieng,KH20,Cambodia,KH,59.20041275
Khsam,KH040304,,,,Kampong Chhnang,KH0403,Kampong Chhnang,KH04,Cambodia,KH,12.57702446
Khsem Khsant,KH050504,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,41.08258057
Khsuem,KH100501,,,,Snuol,KH1005,Kratie,KH10,Cambodia,KH,1001.481873
Khtum Krang,KH050703,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,72.00141907
Khun Ream,KH170302,,,,Banteay Srei,KH1703,Siemreap,KH17,Cambodia,KH,212.0442963
Khvav,KH170404,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,552.4130859
Khvav,KH210705,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,30.51807404
Khvav,KH211004,,,,Treang,KH2110,Takeo,KH21,Cambodia,KH,36.96812057
Khvet Thum,KH031304,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,14.92776394
Khyang,KH130103,,,,Chey Saen,KH1301,Preah Vihear,KH13,Cambodia,KH,103.3718262
Kien Chrey,KH030603,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,23.98965645
Kien Sangkae,KH171105,,,,Soutr Nikom,KH1711,Siemreap,KH17,Cambodia,KH,34.96121597
Kilomaetr Lekh Prammuoy,KH120704,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,5.55050993
Kiri Chong Kaoh,KH210405,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,27.87321854
Kiri Voan,KH050604,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,26.65815926
Klaeng,KH060603,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,88.44937897
Klang Hay,KH171202,,,,Srei Snam,KH1712,Siemreap,KH17,Cambodia,KH,33.00339508
Koh Ta Suy,KH100304,,,,Prek Prasab,KH1003,Kratie,KH10,Cambodia,KH,25.05024338
Kok Chak,KH171003,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,38.26660538
Kok Lak,KH160907,,,,Veun Sai,KH1609,Ratanak Kiri,KH16,Cambodia,KH,295.6141052
Koki Saom,KH200702,,,,Svay Teab,KH2007,Svay Rieng,KH20,Cambodia,KH,63.28914261
Kokir,KH080206,,,,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,15.95989227
Kokir,KH200409,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,48.76253128
Kokir,KH250307,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,63.19918823
Kokir Thum,KH060110,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,164.1095428
Kokir Thum,KH080207,,,,Kien Svay,KH0802,Kandal,KH08,Cambodia,KH,40.60883331
Kokor,KH030604,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,21.52782059
Komar Reachea,KH210205,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,27.30226707
Kong Chey,KH250404,,,,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,34.4407196
Kong Noy,KH120516,,,,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,3.181809664
Kor,KH031305,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,27.88741684
Kor,KH250707,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,79.59831238
Kou Khchak,KH140306,,,,Kampong Trabaek,KH1403,Prey Veng,KH14,Cambodia,KH,56.67666245
Kou Loab,KH100605,,,,Chetr Borei,KH1006,Kratie,KH10,Cambodia,KH,55.47443008
Koub,KH010502,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,77.76828003
Kouk Ballangk,KH010204,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,54.92831421
Kouk Banteay,KH040605,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,65.0590744
Kouk Doung,KH170103,,,,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,144.300766
Kouk Kakthen,KH010705,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,131.5281372
Kouk Khmum,KH020208,,,,Thma Koul,KH0202,Battambang,KH02,Cambodia,KH,53.02691269
Kouk Khpos,KH220203,,,,Banteay Ampil,KH2202,Oddar Meanchey,KH22,Cambodia,KH,271.2845764
Kouk Kong Kaeut,KH140404,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,36.49371338
Kouk Kong Lech,KH140405,,,,Kanhchriech,KH1404,Prey Veng,KH14,Cambodia,KH,33.8722229
Kouk Mon,KH220204,,,,Banteay Ampil,KH2202,Oddar Meanchey,KH22,Cambodia,KH,270.4845886
Kouk Pou,KH210305,,,,Borei Cholsar,KH2103,Takeo,KH21,Cambodia,KH,45.17086029
Kouk Prech,KH210406,,,,Kiri Vong,KH2104,Takeo,KH21,Cambodia,KH,79.63460541
Kouk Pring,KH200509,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,27.69831467
Kouk Roka,KH121104,,,,Praek Pnov,KH1211,Phnom Penh,KH12,Cambodia,KH,32.57406998
Kouk Romiet,KH010702,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,226.0070038
Kouk Rovieng,KH030302,,,,Cheung Prey,KH0303,Kampong Cham,KH03,Cambodia,KH,26.4194603
Kouk Srok,KH250103,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,75.78326416
Kouk Thlok,KH210103,,,,Angkor Borei,KH2101,Takeo,KH21,Cambodia,KH,65.40779877
Kouk Thlok Kraom,KH170405,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,132.4848938
Kouk Thlok Leu,KH170406,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,212.9645081
Kouk Trab,KH080109,,,,Kandal Stueng,KH0801,Kandal,KH08,Cambodia,KH,6.883412838
Koul,KH060502,,,,Prasat Sambour,KH0605,Kampong Thom,KH06,Cambodia,KH,127.6358871
Koul,KH170104,,,,Angkor Chum,KH1701,Siemreap,KH17,Cambodia,KH,12.83060169
Koun Kriel,KH220403,,,,Samraong,KH2204,Oddar Meanchey,KH22,Cambodia,KH,1088.141479
Koun Satv,KH070708,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,60.74752426
Koy Maeng,KH010205,,,,Mongkol Borei,KH0102,Banteay Meanchey,KH01,Cambodia,KH,20.55828667
Koy Trabaek,KH200603,,,,Svay Rieng,KH2006,Svay Rieng,KH20,Cambodia,KH,9.046327591
Krabau,KH140204,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,55.71154022
Krabei Riel,KH171012,,,,Siem Reap,KH1710,Siemreap,KH17,Cambodia,KH,30.09416199
Kracheh,KH100209,,,,Kracheh,KH1002,Kratie,KH10,Cambodia,KH,4.213665485
Kraek,KH250505,,,,Ponhea Kraek,KH2505,Tboung Khmum,KH25,Cambodia,KH,152.7559814
Krakor,KH100208,,,,Kracheh,KH1002,Kratie,KH10,Cambodia,KH,14.36593246
Krala,KH030609,,,,Kampong Siem,KH0306,Kampong Cham,KH03,Cambodia,KH,29.01555634
Kralanh,KH170603,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,22.24619102
Krang Ampil,KH050704,,,,Samraong Tong,KH0507,Kampong Speu,KH05,Cambodia,KH,69.87678528
Krang Ampil,KH070802,,,,Kampot,KH0708,Kampot,KH07,Cambodia,KH,2.424498796
Krang Chek,KH050505,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,39.27941513
Krang Dei Vay,KH050605,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,247.5110779
Krang Leav,KH040606,,,,Rolea B'ier,KH0406,Kampong Chhnang,KH04,Cambodia,KH,60.6745491
Krang Leav,KH210206,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,25.6702919
Krang Lvea,KH040703,,,,Sameakki Mean Chey,KH0407,Kampong Chhnang,KH04,Cambodia,KH,173.2819519
Krang Mkak,KH080807,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,13.05062866
Krang Pongro,KH120512,,,,Dangkao,KH1205,Phnom Penh,KH12,Cambodia,KH,6.887215614
Krang Sbov,KH070306,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,19.40024948
Krang Skear,KH040806,,,,Tuek Phos,KH0408,Kampong Chhnang,KH04,Cambodia,KH,592.9408569
Krang Snay,KH070307,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,24.68188286
Krang Svay,KH140906,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,24.87904167
Krang Ta Yang,KH140606,,,,Peam Chor,KH1406,Prey Veng,KH14,Cambodia,KH,32.12384033
Krang Teh,KH110401,,,,Pech Chreada,KH1104,Mondul Kiri,KH11,Cambodia,KH,794.458374
Krang Thnong,KH120807,,,,Saensokh,KH1208,Phnom Penh,KH12,Cambodia,KH,6.379359722
Krang Thnong,KH210207,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,34.31175232
Krang Yov,KH081005,,,,S'ang,KH0810,Kandal,KH08,Cambodia,KH,50.88827133
Kranhung,KH140203,,,,Kamchay Mear,KH1402,Prey Veng,KH14,Cambodia,KH,67.06506348
Kraol Kou,KH200510,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,42.79736328
Krapeu Pir,KH150602,,,,Veal Veaeng,KH1506,Pursat,KH15,Cambodia,KH,708.46875
Krapum Chhuk,KH210501,,,,Kaoh Andaet,KH2105,Takeo,KH21,Cambodia,KH,72.04395294
Krasang,KH200410,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,31.71709251
Krasang,KH220303,,,,Chong Kal,KH2203,Oddar Meanchey,KH22,Cambodia,KH,162.9973297
Krava,KH060111,,,,Baray,KH0601,Kampong Thom,KH06,Cambodia,KH,70.20051575
Kraya,KH060402,,,,Prasat Ballangk,KH0604,Kampong Thom,KH06,Cambodia,KH,173.5868073
Kraya,KH060705,,,,Santuk,KH0607,Kampong Thom,KH06,Cambodia,KH,886.670166
Krouch,KH031306,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,17.27413177
Krouch Chhmar,KH250205,,,,Krouch Chhmar,KH2502,Tboung Khmum,KH25,Cambodia,KH,34.67682266
Krouch Kor,KH170604,,,,Kralanh,KH1706,Siemreap,KH17,Cambodia,KH,30.64579201
Kruos,KH200511,,,,Svay Chrum,KH2005,Svay Rieng,KH20,Cambodia,KH,49.38763428
Kuleaen Cheung,KH130402,,,,Kuleaen,KH1304,Preah Vihear,KH13,Cambodia,KH,341.6362305
Kuleaen Tboung,KH130401,,,,Kuleaen,KH1304,Preah Vihear,KH13,Cambodia,KH,74.50631714
Kumru,KH010706,,,,Thma Puok,KH0107,Banteay Meanchey,KH01,Cambodia,KH,72.49542236
Kus,KH210903,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,48.78707504
Kuttasat,KH010503,,,,Ou Chrov,KH0105,Banteay Meanchey,KH01,Cambodia,KH,46.41648865
L'ak,KH160607,Lak,,,Ou Chum,KH1606,Ratanak Kiri,KH16,Cambodia,KH,119.633812
L'ang,KH070510,Lang,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,56.11835861
La Minh,KH160303,,,,Bar Kaev,KH1603,Ratanak Kiri,KH16,Cambodia,KH,54.1194725
Labansiek,KH160202,,,,Ban Lung,KH1602,Ratanak Kiri,KH16,Cambodia,KH,4.958320141
Lbaeuk,KH070308,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,106.1354218
Lbang Muoy,KH160503,,,,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,50.67700577
Lbang Pir,KH160504,,,,Lumphat,KH1605,Ratanak Kiri,KH16,Cambodia,KH,33.59200287
Leach,KH150402,,,,Phnum Kravanh,KH1504,Pursat,KH15,Cambodia,KH,20.53328514
Leang Dai,KH170202,,,,Angkor Thum,KH1702,Siemreap,KH17,Cambodia,KH,88.81905365
Leay Bour,KH210904,,,,Tram Kak,KH2109,Takeo,KH21,Cambodia,KH,62.19511414
Lek Muoy,KH180101,,,,Preah Sihanouk,KH1801,Preah Sihanouk,KH18,Cambodia,KH,46.15218735
Leuk Daek,KH080407,,,,Kaoh Thum,KH0804,Kandal,KH08,Cambodia,KH,55.56755447
Lngieng,KH250708,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,27.04401016
Lolok Sa,KH150503,,,,Pursat,KH1505,Pursat,KH15,Cambodia,KH,42.95225525
Longveaek,KH040505,,,,Kampong Tralach,KH0405,Kampong Chhnang,KH04,Cambodia,KH,49.51939392
Lum Choar,KH160702,,,,Ou Ya Dav,KH1607,Ratanak Kiri,KH16,Cambodia,KH,78.18682861
Lumchang,KH210706,,,,Samraong,KH2107,Takeo,KH21,Cambodia,KH,25.70054817
Lumhach,KH080808,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,16.96086693
Lumpong,KH210208,,,,Bati,KH2102,Takeo,KH21,Cambodia,KH,23.29970551
Lumtong,KH220106,,,,Anlong Veaeng,KH2201,Oddar Meanchey,KH22,Cambodia,KH,477.4275818
Lung Khung,KH160304,,,,Bar Kaev,KH1603,Ratanak Kiri,KH16,Cambodia,KH,118.9631271
Lve,KH030803,,,,Kaoh Soutin,KH0308,Kampong Cham,KH03,Cambodia,KH,31.08426094
Lve,KH141203,,,,Sithor Kandal,KH1412,Prey Veng,KH14,Cambodia,KH,17.26796722
Lvea,KH020403,,,,Bavel,KH0204,Battambang,KH02,Cambodia,KH,69.67137146
Lvea,KH031307,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,25.20717049
Lvea,KH140907,,,,Preah Sdach,KH1409,Prey Veng,KH14,Cambodia,KH,28.74790764
Lvea,KH170707,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,129.9790802
Lvea Krang,KH171402,,,,Varin,KH1714,Siemreap,KH17,Cambodia,KH,132.8092499
Lvea Leu,KH030204,,,,Chamkar Leu,KH0302,Kampong Cham,KH03,Cambodia,KH,29.04582977
Lvea Sar,KH080606,,,,Lvea Aem,KH0806,Kandal,KH08,Cambodia,KH,10.22272491
Lveaeng Ruessei,KH170407,,,,Chi Kraeng,KH1704,Siemreap,KH17,Cambodia,KH,189.701355
Makprang,KH070709,,,,Tuek Chhou,KH0707,Kampot,KH07,Cambodia,KH,48.73186493
Malai,KH010902,,,,Malai,KH0109,Banteay Meanchey,KH01,Cambodia,KH,33.21738815
Malik,KH160101,,,,Andoung Meas,KH1601,Ratanak Kiri,KH16,Cambodia,KH,131.4351959
Me Bon,KH141305,,,,Svay Antor,KH1413,Prey Veng,KH14,Cambodia,KH,23.24512291
Me Pring,KH030105,,,,Batheay,KH0301,Kampong Cham,KH03,Cambodia,KH,41.37102127
Me Sar Chrey,KH031505,,,,Stueng Trang,KH0315,Kampong Cham,KH03,Cambodia,KH,37.61023331
Me Sar Thngak,KH200105,,,,Chantrea,KH2001,Svay Rieng,KH20,Cambodia,KH,27.31138802
Me Tuek,KH150104,,,,Bakan,KH1501,Pursat,KH15,Cambodia,KH,265.0697937
Mean Chey,KH020906,,,,Samlout,KH0209,Battambang,KH02,Cambodia,KH,176.7679138
Mean Chey,KH031405,,,,Srei Santhor,KH0314,Kampong Cham,KH03,Cambodia,KH,11.10404587
Mean Chey,KH050506,,,,Odongk,KH0505,Kampong Speu,KH05,Cambodia,KH,31.72401047
Mean Chey,KH060605,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,146.3073883
Mean Chey,KH070310,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,14.89078999
Mean Chey,KH170907,,,,Prasat Bakong,KH1709,Siemreap,KH17,Cambodia,KH,16.84852409
Mean Rith,KH060604,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,835.3078613
Mean Ritth,KH070505,,,,Dang Tong,KH0705,Kampot,KH07,Cambodia,KH,40.10873032
Melum,KH040106,,,,Baribour,KH0401,Kampong Chhnang,KH04,Cambodia,KH,52.22824097
Memang,KH110102,,,,Kaev Seima,KH1101,Mondul Kiri,KH11,Cambodia,KH,379.434082
Memong,KH250308,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,69.37302399
Memot,KH250309,,,,Memot,KH2503,Tboung Khmum,KH25,Cambodia,KH,46.00151825
Mesar Prachan,KH140805,,,,Pea Reang,KH1408,Prey Veng,KH14,Cambodia,KH,30.60919571
Meun Chey,KH200306,,,,Rumduol,KH2003,Svay Rieng,KH20,Cambodia,KH,25.18449211
Mien,KH031308,,,,Prey Chhor,KH0313,Kampong Cham,KH03,Cambodia,KH,46.85354996
Mien,KH250405,,,,Ou Reang Ov,KH2504,Tboung Khmum,KH25,Cambodia,KH,47.3764267
Mittapheap,KH120306,,,,Prampir Meakkakra,KH1203,Phnom Penh,KH12,Cambodia,KH,0.568618476
Mkak,KH010604,,,,Serei Saophoan,KH0106,Banteay Meanchey,KH01,Cambodia,KH,71.88235474
Mkak,KH080809,,,,Angk Snuol,KH0808,Kandal,KH08,Cambodia,KH,29.69799042
Mlu Prey Muoy,KH130205,,,,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,332.8023682
Mlu Prey Pir,KH130206,,,,Chhaeb,KH1302,Preah Vihear,KH13,Cambodia,KH,90.32939911
Moha Khnhoung,KH030805,,,,Kaoh Soutin,KH0308,Kampong Cham,KH03,Cambodia,KH,23.71748352
Moha Leaph,KH030804,,,,Kaoh Soutin,KH0308,Kampong Cham,KH03,Cambodia,KH,14.94268322
Moha Ruessei,KH050303,,,,Kong Pisei,KH0503,Kampong Speu,KH05,Cambodia,KH,20.36496353
Moha Sang,KH050606,,,,Phnum Sruoch,KH0506,Kampong Speu,KH05,Cambodia,KH,51.26908875
Mong Riev,KH250709,,,,Tboung Khmum,KH2507,Tboung Khmum,KH25,Cambodia,KH,32.06835175
Monourom,KH050802,,,,Thpong,KH0508,Kampong Speu,KH05,Cambodia,KH,22.58220291
Monourom,KH110501,,,,Saen Monourom,KH1105,Mondul Kiri,KH11,Cambodia,KH,78.55413818
Monourom,KH120305,,,,Prampir Meakkakra,KH1203,Phnom Penh,KH12,Cambodia,KH,0.102130696
Monourom,KH200704,,,,Svay Teab,KH2007,Svay Rieng,KH20,Cambodia,KH,16.50237656
Morokot,KH130308,,,,Choam Ksant,KH1303,Preah Vihear,KH13,Cambodia,KH,462.0093384
Moung,KH020601,,,,Moung Ruessei,KH0206,Battambang,KH02,Cambodia,KH,51.09178925
Moung,KH171204,,,,Srei Snam,KH1712,Siemreap,KH17,Cambodia,KH,86.06134796
Mream,KH200412,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,57.65652847
Mroum,KH070107,,,,Angkor Chey,KH0701,Kampot,KH07,Cambodia,KH,17.71382141
Msa Krang,KH060806,,,,Stoung,KH0608,Kampong Thom,KH06,Cambodia,KH,182.9398651
Mukh Da,KH200411,,,,Romeas Haek,KH2004,Svay Rieng,KH20,Cambodia,KH,29.25830841
Mukh Paen,KH170708,,,,Puok,KH1707,Siemreap,KH17,Cambodia,KH,136.9688263
Mukh Reah,KH021403,,,,Rukh Kiri,KH0214,Battambang,KH02,Cambodia,KH,83.2556076
Nam Tau,KH010301,,,,Phnum Srok,KH0103,Banteay Meanchey,KH01,Cambodia,KH,186.0609894
Nang Khi Lik,KH110201,,,,Kaoh Nheaek,KH1102,Mondul Kiri,KH11,Cambodia,KH,431.1928101
Neak Loeang,KH140703,,,,Peam Ro,KH1407,Prey Veng,KH14,Cambodia,KH,17.88560677
Neang Teut,KH250104,,,,Dambae,KH2501,Tboung Khmum,KH25,Cambodia,KH,20.93276978
Neareay,KH070311,,,,Chhuk,KH0703,Kampot,KH07,Cambodia,KH,18.14771271
Ngan,KH060606,,,,Sandan,KH0606,Kampong Thom,KH06,Cambodia,KH,136.4540405
